Year,District,State,T2M,T2M_MAX,T2M_MIN,RH2M,ALLSKY_SFC_SW_DWN,WS2M,ALLSKY_SFC_PAR_TOT
2002,Mirzpur,Uttar Pradesh,26.77950685,33.94572603,20.49854795,48.92539726,17.79780822,2.034164384,8.042520548
2003,Mirzpur,Uttar Pradesh,26.23361644,32.84641096,20.3730137,53.07643836,17.13734247,1.90909589,7.771068493
2004,Mirzpur,Uttar Pradesh,26.75655738,33.99385246,20.5079235,48.14825137,17.64489071,2.142295082,7.961174863
2005,Mirzpur,Uttar Pradesh,26.48794521,33.38052055,20.47284932,50.03216438,17.7370137,2.039972603,7.954767123
2006,Mirzpur,Uttar Pradesh,27.24882192,34.37950685,21.10950685,47.05843836,17.54638356,2.123780822,7.924630137
2007,Mirzpur,Uttar Pradesh,26.42936986,33.32772603,20.48024658,51.46252055,17.50213699,2.081589041,7.888164384
2008,Mirzpur,Uttar Pradesh,25.83030055,32.26904372,20.19199454,55.75442623,16.88008197,1.87079235,7.610519126
2009,Mirzpur,Uttar Pradesh,27.28010959,34.57389041,20.94076712,47.04726027,17.95183562,2.145260274,8.07060274
2010,Mirzpur,Uttar Pradesh,27.60865753,34.56767123,21.57123288,47.57353425,17.47358904,1.985726027,7.900191781
2011,Mirzpur,Uttar Pradesh,25.96841096,32.38024658,20.18873973,54.59769863,17.11287671,1.874876712,7.732246575
2012,Mirzpur,Uttar Pradesh,25.88245902,32.73980874,19.7363388,53.12346995,17.41718579,2.051612022,7.811229508
2013,Mirzpur,Uttar Pradesh,25.51813699,31.98183562,19.67926027,58.40139726,16.98756164,2.027917808,7.638273973
2014,Mirzpur,Uttar Pradesh,26.13432877,32.88583562,20.06435616,53.05854795,17.21479452,2.046794521,7.761534247
2015,Mirzpur,Uttar Pradesh,26.75821918,33.73293151,20.66273973,50.56561644,17.05008219,1.952109589,7.641890411
2016,Mirzpur,Uttar Pradesh,26.53893443,32.94240437,20.85368852,53.92169399,16.40565574,1.907868852,7.372704918
2017,Mirzpur,Uttar Pradesh,26.91372603,33.69128767,20.88208219,51.03115068,17.29030137,1.908821918,7.78339726
2018,Mirzpur,Uttar Pradesh,26.84569863,33.70723288,20.7530411,48.74331507,16.90747945,2.038136986,7.618520548
2019,Mirzpur,Uttar Pradesh,26.25726027,32.54536986,20.64068493,55.9550411,16.37156164,1.93939726,7.429479452
1990,Moradabad,Uttar Pradesh,25.23723288,32.20052055,19.37575342,48.68068493,17.53580822,1.908246575,8.708794521
1991,Moradabad,Uttar Pradesh,25.59238356,33.00175342,19.36772603,41.83158904,18.27224658,1.885917808,9.03739726
1992,Moradabad,Uttar Pradesh,25.66546448,33.24948087,19.23363388,40.24469945,17.70978142,2.032595628,8.815464481
1993,Moradabad,Uttar Pradesh,25.49761644,33.21613699,19.11052055,41.14936986,18.29484932,1.911178082,9.073205479
1994,Moradabad,Uttar Pradesh,25.73572603,33.09846575,19.52238356,43.24361644,16.05558904,1.827945205,9.253452055
1995,Moradabad,Uttar Pradesh,25.5430411,32.90175342,19.28928767,44.20558904,18.03345205,2.046383562,8.935232877
1996,Moradabad,Uttar Pradesh,24.88262295,32.09863388,18.87945355,48.45994536,17.91860656,1.895874317,8.870218579
1997,Moradabad,Uttar Pradesh,24.89671233,31.98290411,18.91605479,45.41419178,17.9799726,1.766273973,8.929835616
1998,Moradabad,Uttar Pradesh,24.8790411,31.71421918,19.02071233,51.27827397,17.54265753,1.762767123,8.660054795
1999,Moradabad,Uttar Pradesh,26.09317808,33.72479452,19.474,40.00317808,17.98917808,1.765123288,8.886438356
2000,Moradabad,Uttar Pradesh,25.37748634,32.89964481,19.02199454,42.20882514,17.65571038,1.879836066,8.719289617
2001,Moradabad,Uttar Pradesh,25.68528767,33.17756164,19.44306849,41.01317808,17.37794521,1.719863014,7.738767123
2002,Moradabad,Uttar Pradesh,26.22917808,33.61169863,19.90493151,41.34556164,17.33065753,1.782,7.680273973
2003,Moradabad,Uttar Pradesh,24.84657534,31.6729863,19.10375342,50.69871233,16.48112329,1.749643836,7.327972603
2004,Moradabad,Uttar Pradesh,25.19969945,32.38166667,19.12595628,48.67043716,17.30035519,1.844754098,7.64726776
2005,Moradabad,Uttar Pradesh,25.15068493,32.01252055,19.31742466,49.0979726,17.5360274,1.83909589,7.712356164
2006,Moradabad,Uttar Pradesh,25.75353425,32.78758904,19.8189863,47.56764384,17.64545205,1.844767123,7.82430137
2007,Moradabad,Uttar Pradesh,25.07375342,32.01583562,19.16909589,50.86512329,17.10375342,1.885726027,7.580547945
2008,Moradabad,Uttar Pradesh,24.50346995,30.94491803,19.00642077,54.64412568,16.54797814,1.668087432,7.354672131
2009,Moradabad,Uttar Pradesh,25.6440274,32.75649315,19.62887671,47.51509589,17.80556164,1.844547945,7.866
2010,Moradabad,Uttar Pradesh,25.55958904,32.07558904,19.9950411,53.18435616,16.59008219,1.832794521,7.362958904
2011,Moradabad,Uttar Pradesh,24.22912329,30.67369863,18.81216438,57.98961644,16.73164384,1.637315068,7.474465753
2012,Moradabad,Uttar Pradesh,24.84314208,31.91822404,18.95584699,48.96180328,17.08300546,1.946830601,7.549972678
2013,Moradabad,Uttar Pradesh,23.95013699,30.51084932,18.52254795,60.27175342,16.58917808,1.855452055,7.367534247
2014,Moradabad,Uttar Pradesh,24.95764384,32.38767123,18.80613699,48.59167123,17.15860274,2.019205479,7.601534247
2015,Moradabad,Uttar Pradesh,25.0130137,32.17128767,19.02583562,50.2039726,16.974,1.865671233,7.494767123
2016,Moradabad,Uttar Pradesh,25.91510929,33.23382514,19.89117486,43.59,16.79098361,1.837431694,7.420601093
2017,Moradabad,Uttar Pradesh,25.78610959,32.99347945,19.77334247,46.73210959,16.97490411,1.91509589,7.508794521
2018,Moradabad,Uttar Pradesh,25.23717808,32.26328767,19.43682192,50.30378082,16.67106849,1.929616438,7.408328767
2019,Moradabad,Uttar Pradesh,25.25756164,32.08175342,19.48890411,51.77673973,16.37315068,1.893452055,7.322438356
1990,Muzaffarnagar,Uttar Pradesh,24.88427397,32.01841096,18.692,48.81813699,17.20638356,1.934684932,8.94030137
1991,Muzaffarnagar,Uttar Pradesh,25.24594521,32.92375342,18.67380822,40.90156164,18.27539726,1.879917808,9.434109589
1992,Muzaffarnagar,Uttar Pradesh,25.18027322,32.91612022,18.63724044,40.98540984,17.53112022,2.08579235,9.056775956
1993,Muzaffarnagar,Uttar Pradesh,24.89060274,32.75276712,18.25994521,42.91232877,18.12939726,1.939561644,9.348136986
1994,Muzaffarnagar,Uttar Pradesh,25.0710137,32.57624658,18.6919726,44.72969863,18.23454795,1.867013699,9.371726027
1995,Muzaffarnagar,Uttar Pradesh,25.00652055,32.47279452,18.5780274,44.97216438,17.88649315,2.132739726,9.224082192
1996,Muzaffarnagar,Uttar Pradesh,24.36778689,31.92434426,18.04131148,48.28948087,17.98256831,1.925437158,9.269808743
1997,Muzaffarnagar,Uttar Pradesh,24.34186301,31.56024658,18.10172603,47.16991781,17.36367123,1.741041096,9.007616438
1998,Muzaffarnagar,Uttar Pradesh,24.34893151,31.45405479,18.17161644,52.32528767,17.17030137,1.768246575,8.842849315
1999,Muzaffarnagar,Uttar Pradesh,26.13005479,34.2900274,19.05241096,37.30909589,17.97090411,1.852246575,9.275068493
2000,Muzaffarnagar,Uttar Pradesh,25.4870765,33.49989071,18.69688525,39.34193989,17.46040984,1.972295082,9.009371585
2001,Muzaffarnagar,Uttar Pradesh,25.17572603,32.92920548,18.69832877,42.61065753,17.54539726,1.743424658,7.860273973
2002,Muzaffarnagar,Uttar Pradesh,25.97282192,33.89794521,19.27893151,40.70575342,17.54805479,1.829726027,7.819452055
2003,Muzaffarnagar,Uttar Pradesh,24.64378082,31.72791781,18.52030137,50.04452055,16.95624658,1.792219178,7.607452055
2004,Muzaffarnagar,Uttar Pradesh,25.15060109,32.70759563,18.71221311,47.31614754,17.56284153,1.907568306,7.836530055
2005,Muzaffarnagar,Uttar Pradesh,24.74243836,31.98534247,18.57024658,48.78035616,17.63808219,1.88509589,7.83690411
2006,Muzaffarnagar,Uttar Pradesh,25.55991781,32.92424658,19.39819178,47.00484932,17.55780822,1.899671233,7.838383562
2007,Muzaffarnagar,Uttar Pradesh,24.9780274,32.30487671,18.79526027,49.8280274,17.64073973,1.93939726,7.880931507
2008,Muzaffarnagar,Uttar Pradesh,24.15106557,31.00226776,18.36928962,54.18530055,16.87942623,1.764699454,7.568032787
2009,Muzaffarnagar,Uttar Pradesh,25.45252055,32.89715068,19.14720548,45.85389041,18.19956164,1.850986301,8.094794521
2010,Muzaffarnagar,Uttar Pradesh,25.29106849,32.08339726,19.34421918,51.91476712,16.98273973,1.831013699,7.596931507
2011,Muzaffarnagar,Uttar Pradesh,23.73989041,30.46673973,18.05589041,58.85134247,16.89126027,1.642082192,7.601424658
2012,Muzaffarnagar,Uttar Pradesh,24.48737705,31.94051913,18.23737705,47.85281421,17.12838798,1.987131148,7.628606557
2013,Muzaffarnagar,Uttar Pradesh,23.67134247,30.45342466,17.84386301,58.10194521,16.75060274,1.871315068,7.491945205
2014,Muzaffarnagar,Uttar Pradesh,24.68282192,32.18367123,18.27016438,47.40928767,17.26657534,2.017369863,7.702164384
2015,Muzaffarnagar,Uttar Pradesh,24.57460274,31.92336986,18.36306849,49.4590137,16.93156164,1.925232877,7.530958904
2016,Muzaffarnagar,Uttar Pradesh,25.84740437,33.48352459,19.41983607,41.05904372,16.95956284,1.902704918,7.558989071
2017,Muzaffarnagar,Uttar Pradesh,25.34375342,32.94958904,19.00673973,45.43183562,17.24942466,1.983616438,7.688109589
2018,Muzaffarnagar,Uttar Pradesh,24.71841096,32.0429589,18.60542466,50.21983562,16.86939726,1.970849315,7.550109589
2019,Muzaffarnagar,Uttar Pradesh,24.76115068,31.81180822,18.84857534,51.91126027,16.82087671,1.946986301,7.585150685
1990,Pilibhit,Uttar Pradesh,25.47021918,32.33526027,19.66706849,49.18369863,16.33279452,1.810876712,8.828767123
1991,Pilibhit,Uttar Pradesh,25.99632877,33.44213699,19.82331507,42.17717808,17.2449863,1.86460274,9.217123288
1992,Pilibhit,Uttar Pradesh,25.84040984,33.32546448,19.38617486,41.93508197,17.05199454,1.975136612,9.135956284
1993,Pilibhit,Uttar Pradesh,26.14594521,33.99446575,19.54290411,37.64991781,16.83580822,1.88260274,9.023041096
1994,Pilibhit,Uttar Pradesh,26.06008219,33.34638356,19.76109589,43.4559726,17.518,1.806794521,9.388547945
1995,Pilibhit,Uttar Pradesh,26.01057534,33.34676712,19.67082192,43.68613699,17.39857534,1.944191781,9.341068493
1996,Pilibhit,Uttar Pradesh,25.09685792,31.98765027,19.26557377,50.12357923,17.01106557,1.808442623,9.070519126
1997,Pilibhit,Uttar Pradesh,25.4279726,32.50446575,19.42254795,44.07775342,16.41257534,1.755972603,8.766794521
1998,Pilibhit,Uttar Pradesh,25.24263014,31.99534247,19.51630137,51.02109589,16.75383562,1.71460274,8.862109589
1999,Pilibhit,Uttar Pradesh,26.14221918,33.48838356,19.79010959,42.1130137,17.45980822,1.701835616,9.271342466
2000,Pilibhit,Uttar Pradesh,25.0668306,32.03592896,19.03478142,47.05357923,16.88437158,1.684836066,8.979836066
2001,Pilibhit,Uttar Pradesh,25.81008219,33.0270137,19.58465753,42.66553425,16.83893151,1.612219178,7.561452055
2002,Pilibhit,Uttar Pradesh,26.2650411,33.34528767,20.12906849,43.66293151,17.0760274,1.722876712,7.650410959
2003,Pilibhit,Uttar Pradesh,24.90345205,31.32830137,19.33087671,53.32772603,16.59863014,1.648054795,7.450438356
2004,Pilibhit,Uttar Pradesh,24.86202186,31.57822404,19.08286885,53.77013661,17.18934426,1.688961749,7.665710383
2005,Pilibhit,Uttar Pradesh,24.99964384,31.41238356,19.35739726,53.3409863,17.31616438,1.708849315,7.673753425
2006,Pilibhit,Uttar Pradesh,25.56767123,32.31693151,19.74342466,51.2290411,17.34819178,1.675342466,7.754493151
2007,Pilibhit,Uttar Pradesh,24.77805479,31.29063014,19.15027397,55.83586301,16.71071233,1.721863014,7.477643836
2008,Pilibhit,Uttar Pradesh,24.44784153,30.43857923,19.18983607,58.58532787,16.27415301,1.528469945,7.30295082
2009,Pilibhit,Uttar Pradesh,25.42906849,32.0410411,19.65994521,52.53958904,17.6759726,1.734767123,7.894547945
2010,Pilibhit,Uttar Pradesh,25.54706849,31.87178082,20.09509589,56.14572603,16.70534247,1.753835616,7.494246575
2011,Pilibhit,Uttar Pradesh,24.30794521,30.39386301,19.0959726,60.73917808,16.48671233,1.579917808,7.435863014
2012,Pilibhit,Uttar Pradesh,24.82833333,31.60581967,19.09404372,53.02387978,16.94912568,1.863387978,7.544071038
2013,Pilibhit,Uttar Pradesh,24.16071233,30.4329589,18.94178082,62.98783562,16.23591781,1.812739726,7.270547945
2014,Pilibhit,Uttar Pradesh,25.14643836,32.40443836,19.16454795,51.46016438,16.92460274,1.992465753,7.548767123
2015,Pilibhit,Uttar Pradesh,25.11994521,31.93490411,19.39219178,53.41246575,16.67863014,1.806465753,7.404849315
2016,Pilibhit,Uttar Pradesh,25.7286612,32.4976776,20.07188525,49.66114754,16.48931694,1.781311475,7.352431694
2017,Pilibhit,Uttar Pradesh,25.71750685,32.51010959,19.96953425,51.53,16.95545205,1.780164384,7.572520548
2018,Pilibhit,Uttar Pradesh,25.19739726,31.89654795,19.63350685,54.00676712,16.59032877,1.808821918,7.431041096
2019,Pilibhit,Uttar Pradesh,24.9670137,31.27005479,19.50227397,57.59819178,16.67230137,1.708383562,7.509041096
1990,Pratapgarh,Uttar Pradesh,26.36975342,33.20731507,20.35452055,49.99567123,18.20520548,2.080383562,8.593671233
1991,Pratapgarh,Uttar Pradesh,26.61967123,33.82764384,20.16972603,45.84312329,18.52665753,2.096109589,8.713616438
1992,Pratapgarh,Uttar Pradesh,26.73087432,34.03062842,20.20601093,44.39806011,19.06114754,2.114180328,8.928005464
1993,Pratapgarh,Uttar Pradesh,27.088,34.65183562,20.34523288,40.18890411,18.58082192,2.115068493,8.755780822
1994,Pratapgarh,Uttar Pradesh,26.80361644,34.02873973,20.29169863,43.96613699,18.70383562,1.975205479,8.831232877
1995,Pratapgarh,Uttar Pradesh,27.05082192,34.27580822,20.56879452,44.20956164,18.47257534,2.135479452,8.738465753
1996,Pratapgarh,Uttar Pradesh,26.14775956,33.14846995,19.78114754,49.68065574,17.86592896,1.959398907,8.401639344
1997,Pratapgarh,Uttar Pradesh,26.02961644,32.77320548,19.97512329,48.44153425,17.778,1.961917808,8.388794521
1998,Pratapgarh,Uttar Pradesh,26.1850411,32.83841096,20.22616438,52.30221918,18.07583562,1.965808219,8.490876712
1999,Pratapgarh,Uttar Pradesh,26.69328767,33.88424658,20.14394521,45.69279452,18.10868493,1.987616438,8.450383562
2000,Pratapgarh,Uttar Pradesh,26.39128415,33.77756831,19.85445355,44.36265027,18.31874317,2.001584699,8.558114754
2001,Pratapgarh,Uttar Pradesh,26.23306849,33.15126027,20.12093151,47.77276712,17.73542466,1.855315068,7.986027397
2002,Pratapgarh,Uttar Pradesh,26.89465753,34.06715068,20.52558904,46.21265753,17.87019178,1.94490411,8.021917808
2003,Pratapgarh,Uttar Pradesh,26.06041096,32.75690411,20.05010959,52.11073973,17.11432877,1.875013699,7.692328767
2004,Pratapgarh,Uttar Pradesh,26.41781421,33.47467213,20.26035519,49.45948087,17.93942623,2.083415301,8.034043716
2005,Pratapgarh,Uttar Pradesh,26.39810959,33.29326027,20.29210959,49.42219178,17.88556164,2.021534247,7.971561644
2006,Pratapgarh,Uttar Pradesh,27.03216438,34.12290411,20.85230137,47.46843836,17.75284932,2.056493151,7.972438356
2007,Pratapgarh,Uttar Pradesh,26.2789863,33.1099726,20.30134247,51.34079452,17.68189041,2.025013699,7.908410959
2008,Pratapgarh,Uttar Pradesh,25.46603825,31.67972678,19.92639344,58.15330601,17.03248634,1.783551913,7.621147541
2009,Pratapgarh,Uttar Pradesh,26.5819726,33.7219726,20.42794521,50.92052055,17.97016438,2.108410959,8.030657534
2010,Pratapgarh,Uttar Pradesh,27.1789589,34.13610959,21.09361644,49.66780822,17.6010137,1.992931507,7.875150685
2011,Pratapgarh,Uttar Pradesh,25.7859726,32.18063014,19.96424658,55.39778082,17.44791781,1.822465753,7.833150685
2012,Pratapgarh,Uttar Pradesh,25.63008197,32.47308743,19.39997268,53.67289617,17.64822404,2.054699454,7.865218579
2013,Pratapgarh,Uttar Pradesh,25.38750685,31.91205479,19.48112329,58.14156164,17.25619178,2.007917808,7.723342466
2014,Pratapgarh,Uttar Pradesh,26.46293151,33.46991781,20.17824658,48.66854795,17.5289863,2.063945205,7.857835616
2015,Pratapgarh,Uttar Pradesh,26.99936986,33.98558904,20.7570137,46.32041096,17.44194521,1.906054795,7.780246575
2016,Pratapgarh,Uttar Pradesh,26.41554645,32.95054645,20.54142077,52.4668306,16.70420765,1.886120219,7.454863388
2017,Pratapgarh,Uttar Pradesh,26.59994521,33.30241096,20.52041096,51.53320548,17.52145205,1.876082192,7.834821918
2018,Pratapgarh,Uttar Pradesh,26.55120548,33.43435616,20.40827397,49.99435616,17.22542466,2.020082192,7.71939726
2019,Pratapgarh,Uttar Pradesh,25.90010959,32.03580822,20.37172603,57.78232877,16.54167123,1.939835616,7.456547945
1990,Rae - Bareily,Uttar Pradesh,26.35380822,33.1779726,20.29824658,49.89410959,18.40769863,2.048164384,8.751726027
1991,Rae - Bareily,Uttar Pradesh,26.57786301,33.76410959,20.07673973,45.66994521,18.70539726,2.070383562,8.851534247
1992,Rae - Bareily,Uttar Pradesh,26.71486339,34.04251366,20.15387978,44.06180328,18.79628415,2.088005464,8.871912568
1993,Rae - Bareily,Uttar Pradesh,27.08345205,34.69123288,20.2590137,39.79265753,18.32419178,2.112739726,8.68460274
1994,Rae - Bareily,Uttar Pradesh,26.76293151,33.99071233,20.22671233,43.72753425,18.71,1.960136986,8.861671233
1995,Rae - Bareily,Uttar Pradesh,27.04879452,34.32632877,20.5260274,43.62726027,18.41043836,2.112273973,8.772164384
1996,Rae - Bareily,Uttar Pradesh,26.09396175,33.07795082,19.72300546,49.67027322,17.44639344,1.903114754,8.258907104
1997,Rae - Bareily,Uttar Pradesh,26.01167123,32.75567123,19.93876712,48.29065753,17.49241096,1.961534247,8.32890411
1998,Rae - Bareily,Uttar Pradesh,26.15835616,32.84167123,20.14008219,51.8360274,17.63624658,1.939287671,8.345369863
1999,Rae - Bareily,Uttar Pradesh,26.64989041,33.89660274,20.04591781,45.41306849,17.90279452,1.959917808,8.438958904
2000,Rae - Bareily,Uttar Pradesh,26.39729508,33.85131148,19.76986339,43.58234973,18.12163934,1.984180328,8.543387978
2001,Rae - Bareily,Uttar Pradesh,26.23958904,33.24482192,20.03983562,47.13835616,17.56553425,1.847123288,7.897808219
2002,Rae - Bareily,Uttar Pradesh,26.96726027,34.18457534,20.49465753,45.2110137,17.64457534,1.924712329,7.911616438
2003,Rae - Bareily,Uttar Pradesh,26.14794521,32.81789041,20.07635616,51.18515068,16.81934247,1.834767123,7.546109589
2004,Rae - Bareily,Uttar Pradesh,26.50907104,33.59404372,20.29879781,48.53057377,17.61814208,2.06363388,7.871393443
2005,Rae - Bareily,Uttar Pradesh,26.33531507,33.24126027,20.20917808,49.16139726,17.75367123,2.019452055,7.887013699
2006,Rae - Bareily,Uttar Pradesh,27.16115068,34.32638356,20.87926027,46.31136986,17.80435616,2.054109589,7.96860274
2007,Rae - Bareily,Uttar Pradesh,26.35315068,33.24320548,20.32252055,50.29408219,17.30832877,2.026684932,7.729972603
2008,Rae - Bareily,Uttar Pradesh,25.44565574,31.66811475,19.90655738,57.68685792,16.78248634,1.776202186,7.500245902
2009,Rae - Bareily,Uttar Pradesh,26.6570137,33.74550685,20.49216438,50.40931507,18.00893151,2.070027397,8.019424658
2010,Rae - Bareily,Uttar Pradesh,27.15613699,34.11413699,21.02164384,49.332,17.20517808,1.954273973,7.696191781
2011,Rae - Bareily,Uttar Pradesh,25.80378082,32.24161644,19.95682192,54.8400274,17.06421918,1.777780822,7.659369863
2012,Rae - Bareily,Uttar Pradesh,25.66120219,32.56254098,19.43887978,53.03967213,17.50598361,2.015136612,7.78215847
2013,Rae - Bareily,Uttar Pradesh,25.42750685,31.97454795,19.50676712,57.62473973,16.91164384,1.962684932,7.556547945
2014,Rae - Bareily,Uttar Pradesh,26.49441096,33.46682192,20.23331507,48.21331507,17.31873973,2.012630137,7.732109589
2015,Rae - Bareily,Uttar Pradesh,27.08180822,34.16383562,20.80369863,45.11884932,17.40290411,1.909972603,7.727589041
2016,Rae - Bareily,Uttar Pradesh,26.45969945,33.19729508,20.47590164,51.36196721,16.81385246,1.880601093,7.488497268
2017,Rae - Bareily,Uttar Pradesh,26.72569863,33.55482192,20.55320548,49.71430137,17.18421918,1.866794521,7.673452055
2018,Rae - Bareily,Uttar Pradesh,26.56764384,33.33539726,20.42238356,50.00676712,16.90589041,1.972410959,7.568328767
2019,Rae - Bareily,Uttar Pradesh,25.81038356,31.95282192,20.23389041,57.62687671,16.34663014,1.902712329,7.352986301
1990,Rampur,Uttar Pradesh,24.86769863,31.52772603,19.34745205,48.58679452,16.97115068,1.865561644,8.769123288
1991,Rampur,Uttar Pradesh,25.2829589,32.46610959,19.36972603,41.61065753,17.59709589,1.902547945,9.04890411
1992,Rampur,Uttar Pradesh,25.29322404,32.58882514,19.17989071,40.11636612,17.29759563,2.019918033,8.924672131
1993,Rampur,Uttar Pradesh,25.25663014,32.73336986,19.14794521,39.78060274,17.61446575,1.921479452,9.074246575
1994,Rampur,Uttar Pradesh,25.33909589,32.36616438,19.44868493,43.81854795,18.30657534,1.834684932,9.382054795
1995,Rampur,Uttar Pradesh,25.24978082,32.26958904,19.37221918,43.9319726,17.5330137,1.970191781,9.040082192
1996,Rampur,Uttar Pradesh,24.54346995,31.27199454,19.00188525,49.22770492,17.42653005,1.858360656,8.942021858
1997,Rampur,Uttar Pradesh,24.41358904,31.20279452,18.72635616,45.81643836,17.48449315,1.751260274,9.023561644
1998,Rampur,Uttar Pradesh,24.56339726,31.06512329,19.13290411,51.14230137,17.1460274,1.759232877,8.805178082
1999,Rampur,Uttar Pradesh,25.51556164,32.65076712,19.48487671,41.70010959,17.54542466,1.761205479,8.986465753
2000,Rampur,Uttar Pradesh,24.65557377,31.60169399,18.86666667,45.24448087,17.27338798,1.804508197,8.869508197
2001,Rampur,Uttar Pradesh,25.16156164,32.24572603,19.29643836,42.42449315,17.22252055,1.717589041,7.714054795
2002,Rampur,Uttar Pradesh,25.70057534,32.70608219,19.79134247,42.46569863,17.0749863,1.794931507,7.615041096
2003,Rampur,Uttar Pradesh,24.48983562,30.91654795,19.07189041,51.2440274,16.27545205,1.748164384,7.267726027
2004,Rampur,Uttar Pradesh,24.56797814,31.23625683,19.02469945,50.85319672,17.08377049,1.773551913,7.584453552
2005,Rampur,Uttar Pradesh,24.63241096,31.0980274,19.19939726,50.53186301,17.32643836,1.821534247,7.651452055
2006,Rampur,Uttar Pradesh,25.26432877,31.88832877,19.7339726,48.6100274,17.51920548,1.769041096,7.800931507
2007,Rampur,Uttar Pradesh,24.4959726,30.94517808,19.12221918,52.81906849,16.98186301,1.813835616,7.558958904
2008,Rampur,Uttar Pradesh,24.07551913,30.0589071,19.05139344,55.89437158,16.24281421,1.640300546,7.253060109
2009,Rampur,Uttar Pradesh,25.16958904,31.82846575,19.57238356,48.90361644,17.70915068,1.801369863,7.860082192
2010,Rampur,Uttar Pradesh,25.17232877,31.3640274,19.94024658,53.53010959,16.54616438,1.827452055,7.377287671
2011,Rampur,Uttar Pradesh,23.77915068,29.74243836,18.81380822,58.88536986,16.54567123,1.62830137,7.425452055
2012,Rampur,Uttar Pradesh,24.52543716,31.08863388,19.16202186,50.37196721,17.05781421,1.91579235,7.564098361
2013,Rampur,Uttar Pradesh,23.84830137,29.80378082,19.04758904,60.88252055,16.36328767,1.808246575,7.299013699
2014,Rampur,Uttar Pradesh,24.74161644,31.65832877,19.18528767,49.70676712,17.02608219,1.981917808,7.565890411
2015,Rampur,Uttar Pradesh,24.67063014,31.22178082,19.29564384,52.16479452,16.86857534,1.82030137,7.465369863
2016,Rampur,Uttar Pradesh,25.37825137,32.03803279,19.99311475,47.22237705,16.73333333,1.810437158,7.426557377
2017,Rampur,Uttar Pradesh,25.33452055,31.91276712,19.91545205,49.63649315,16.84345205,1.820712329,7.490657534
2018,Rampur,Uttar Pradesh,24.81356164,31.31013699,19.53,51.86594521,16.32569863,1.861643836,7.291013699
2019,Rampur,Uttar Pradesh,24.63016438,30.91164384,19.33852055,54.42263014,16.40621918,1.758410959,7.359616438
1990,Saharanpur,Uttar Pradesh,24.54882192,31.37961644,18.70668493,48.87408219,17.20638356,1.793972603,8.94030137
1991,Saharanpur,Uttar Pradesh,24.79753425,32.13084932,18.58657534,41.47767123,18.27539726,1.773232877,9.434109589
1992,Saharanpur,Uttar Pradesh,24.51439891,31.92702186,18.32218579,42.79204918,17.53112022,1.891939891,9.056775956
1993,Saharanpur,Uttar Pradesh,24.35868493,31.83312329,18.08158904,44.90087671,18.12939726,1.805972603,9.348136986
1994,Saharanpur,Uttar Pradesh,24.60545205,31.68810959,18.64257534,46.35832877,18.23454795,1.738383562,9.371726027
1995,Saharanpur,Uttar Pradesh,24.56665753,31.70893151,18.57690411,46.15767123,17.88649315,1.937917808,9.224082192
1996,Saharanpur,Uttar Pradesh,23.99349727,31.06142077,18.14404372,49.36338798,17.98256831,1.754562842,9.269808743
1997,Saharanpur,Uttar Pradesh,23.63906849,30.3960274,17.87808219,50.11216438,17.36367123,1.61109589,9.007616438
1998,Saharanpur,Uttar Pradesh,23.95293151,30.58139726,18.26956164,53.62610959,17.17030137,1.653972603,8.842849315
1999,Saharanpur,Uttar Pradesh,25.62860274,33.34920548,19.01887671,39.05079452,17.97090411,1.715369863,9.275068493
2000,Saharanpur,Uttar Pradesh,25.10836066,32.73836066,18.78079235,39.71740437,17.46040984,1.859508197,9.009371585
2001,Saharanpur,Uttar Pradesh,24.57315068,31.83419178,18.52805479,45.12369863,17.54539726,1.623917808,7.860273973
2002,Saharanpur,Uttar Pradesh,25.46561644,33.08835616,19.14254795,41.88715068,17.54805479,1.758739726,7.819452055
2003,Saharanpur,Uttar Pradesh,24.37978082,31.27016438,18.51912329,49.47230137,16.95624658,1.763808219,7.607452055
2004,Saharanpur,Uttar Pradesh,24.60314208,31.76754098,18.59142077,48.96527322,17.56284153,1.770765027,7.836530055
2005,Saharanpur,Uttar Pradesh,24.3569863,31.17734247,18.59679452,49.58150685,17.63808219,1.750246575,7.83690411
2006,Saharanpur,Uttar Pradesh,25.06715068,32.06860274,19.30306849,48.30506849,17.55780822,1.683616438,7.838383562
2007,Saharanpur,Uttar Pradesh,24.56021918,31.52120548,18.76561644,50.61284932,17.64073973,1.754684932,7.880931507
2008,Saharanpur,Uttar Pradesh,23.78726776,30.27275956,18.36172131,54.9613388,16.87942623,1.670765027,7.568032787
2009,Saharanpur,Uttar Pradesh,25.05093151,32.108,19.11641096,46.71619178,18.19956164,1.763616438,8.094794521
2010,Saharanpur,Uttar Pradesh,24.97126027,31.4960274,19.40271233,52.07290411,16.98273973,1.74860274,7.596931507
2011,Saharanpur,Uttar Pradesh,23.41608219,29.67227397,18.14227397,58.85726027,16.89126027,1.526849315,7.601424658
2012,Saharanpur,Uttar Pradesh,24.13349727,31.06297814,18.41510929,50.30060109,17.12838798,1.825519126,7.628606557
2013,Saharanpur,Uttar Pradesh,23.42536986,29.7670411,18.12893151,59.92471233,16.75060274,1.734109589,7.491945205
2014,Saharanpur,Uttar Pradesh,24.16912329,31.30665753,18.34756164,51.18731507,17.26657534,1.868273973,7.702164384
